Account;Area;Kontakt;Kontakt 2;Latitude;Longitude;Segment;Licznik
14050;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.03734069835683;23.356345993444933;1;1
14092;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.04200419853761;23.253239728471566;2;1
14093;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.39344389314535;22.82697897979189;1;1
14094;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.440325;18.306765;1;1
14098;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.078791477244664;23.472284077141925;2;1
14106;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.606635;23.20745;1;1
14127;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.251568;23.17887;3;1
14129;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.1803115;23.199467;1;1
14136;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.992521247829345;22.77953277204926;2;1
14146;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.20766;23.31427;1;1
14160;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.404505;23.496828;4;1
14178;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.5696951;23.1269174;3;1
14206;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.350303471019735;23.39684631845233;2;1
14230;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.92696000000001;23.259572;3;1
14320;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;52.915211;22.5108189;3;1
14342;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.10137049999999;22.9339209;2;1
14343;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.125818;22.940379;3;1
14381;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.840461131213104;22.983317400863925;3;1
14382;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.84324659254803;22.979051188760742;2;1
14436;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.467107;23.231267;3;1
14439;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.72925189999999;23.5804429;3;1
14492;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.222915;23.030975;3;1
14493;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.21637;23.07373;1;1
14580;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;52.869414;22.5421759;3;1
14616;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.11171574013098;23.342952460056132;2;1
14645;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.65418014987496;23.35023214758324;3;1
14660;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;52.8415076;22.9799157;2;1
14681;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.79924536419696;22.341738683187703;4;1
14694;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.4014;22.80016;4;1
14728;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.18345;22.9283;4;1
14740;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.98134;23.2503;4;1
14830;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.14286269462497;22.98802956635458;1;1
14889;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.237311;23.2792639;2;1
14892;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.105818207033785;23.35005396489791;1;1
15255;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.92528;22.82483;3;1
15270;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.40649916175637;22.95894673377833;4;1
15404;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.08113;23.46849;4;1
15407;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.50816;22.50702;4;1
15432;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.214974;22.551268;2;1
15434;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.96938;22.24678;4;1
15442;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.413735;21.942855;2;1
15507;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.17855;22.073469;2;1
15546;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.97537871433753;22.244938506780958;4;1
15608;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.72777;23.59187;2;1
15609;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.18204300365144;22.047157977283327;3;1
15626;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.846055;22.4070778;1;1
15644;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.6238;22.77918;1;1
15652;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.1286056;23.2574857;3;1
15807;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.795912271230286;22.329514629701446;4;1
15873;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.92317;22.82805;4;1
15934;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.90116;22.87978;4;1
15935;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.1987151;23.2035946;2;1
15942;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.06264;22.77661;1;1
15944;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.552604712228025;23.449759281133876;1;1
16036;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.84054;23.40067;4;1
16088;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.510618043395375;23.346199626315258;1;1
16105;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.12452295254206;22.93407258796587;4;1
16130;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.63128840757242;23.5412295230382;2;1
16132;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.506190878132514;23.347155753707334;3;1
16133;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;#;#;2;1
16146;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.77361;23.21354;4;1
16171;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.2604389;22.7656739;2;1
16178;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.56618418489876;22.28394693558336;4;1
16234;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.184205607737844;23.271401500811198;3;1
16266;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.989391;22.781892;1;1
16320;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.1706795;22.9301402;1;1
16336;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1901;22.2918;1;1
16345;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.121367;23.096016;2;1
16368;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.413158;21.93002;1;1
16378;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.389923;21.7242331;2;1
16387;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.831355;22.77193;4;1
16393;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.83394;22.77014;4;1
16468;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1633577486493;22.071487585589463;3;1
16470;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.74406500227828;23.585845102724097;3;1
16577;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.32524;23.447;2;1
16582;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.411533703853976;21.925440932206733;1;1
16591;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.38441899999999;21.7300911;3;1
16621;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.40293;22.80713;3;1
16629;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.206757;22.7667251;4;1
16668;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.33333;22.95203;4;1
16820;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.73682343719854;23.56524112711124;1;1
16837;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.17673;22.24097;1;1
16846;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.11008248237871;21.868073813030545;4;1
16855;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.15953;21.93368;1;1
16922;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.70077059112949;23.86656477540013;2;1
17011;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.116765259223726;23.171722578783978;2;1
17090;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.65975076841101;22.9417545913324;2;1
17098;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.28486712600139;22.306425258465325;1;1
17103;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.15411169999999;23.1320565;3;1
17112;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.2597265;23.7787016;3;1
17140;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.90097404687226;22.66000434438534;1;1
17184;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.1042664;22.9245374;1;1
17407;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.0999488;22.9487056;3;1
17438;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.11123087911465;22.94169862016774;1;1
17462;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.51098;22.99446;4;1
17479;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.68251141085182;22.49470116386334;2;1
17480;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.50923;23.231665;2;1
17521;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.06702;22.04036;1;1
17641;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.21238;22.07908;2;1
17661;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.122511677553526;23.094893994354834;2;1
17665;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.4126287;21.9305793;4;1
17713;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.26501;21.69023;3;1
17723;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.154869759464795;23.185096250630473;1;1
17798;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.406455;21.92922;4;1
17805;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.985779308876175;22.8915767511857;2;1
17830;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.66592;23.01658;2;1
17844;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;53.033171;23.606383;2;1
17845;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;53.002708;23.6307091;2;1
17926;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.16047270712354;22.07078258413498;4;1
17954;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.65563005465358;22.465407729144513;2;1
17976;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.64358261887268;22.45900041717055;3;1
18020;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.6017;23.37592;4;1
18080;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.41653;22.88789;2;1
18089;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.52215704745794;23.345850077894408;1;1
18090;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.563170239050606;23.385012022177555;3;1
18101;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.84774;23.55549;1;1
18121;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.098897876689904;22.955447632377332;4;1
18147;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.54445;22.89038;1;1
18152;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.09996;22.99081;4;1
18183;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.615927050873054;23.32218107998951;1;1
18236;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.4062032;23.5017928;3;1
18237;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.045611;23.142505;2;1
18271;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.253574;23.072597;1;1
18367;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.99537726392158;22.88446403318307;1;1
18376;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.654318;23.346403;3;1
18474;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.125598;22.9248479;1;1
18499;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.250833;22.656247;1;1
18519;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.142829;23.1374831;4;1
18565;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.65097;22.97958;2;1
18586;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.04442100000001;22.885201;1;1
18617;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.65280067426834;22.462739577777374;1;1
18764;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.131298;23.139952;1;1
18781;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.7591;22.64438;1;1
18822;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.012921483797534;23.05575358197343;2;1
18903;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.908750183381066;22.093522312257544;4;1
19081;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.99291112476551;22.70142436662183;1;1
19084;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.16699673004622;23.07563559433845;2;1
19085;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.199174930891154;23.207928600966813;2;1
19092;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.75200627015399;23.295149492807198;1;1
19156;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1769;22.07249;3;1
19261;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.48051;22.76015;1;1
19280;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.22743567603358;21.879378635104082;3;1
19294;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.151496339760946;23.124220459376428;3;1
19467;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.63170132309034;23.541809539474254;3;1
19649;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.94008154071092;23.315810261299898;4;1
19654;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.89612;23.44022;1;1
19684;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.713252;22.839666;1;1
19690;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.86611;23.51465;3;1
19728;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.91429;23.20277;4;1
19733;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.7401774;23.5771178;4;1
19736;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.11208635615322;23.339278395795436;4;1
19737;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.11808;23.40541;3;1
19777;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.12273235655983;23.141966762447648;4;1
19839;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.09491;22.94401;1;1
19900;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.15793;22.04652;4;1
19948;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.654298074938026;23.050666207611567;4;1
19949;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.114812177957354;23.12896918690791;4;1
19991;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.10787939999999;23.1271805;1;1
19992;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.147945;23.1087571;1;1
19993;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.1405729;23.1733881;1;1
20052;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.0806779;23.0753828;4;1
20059;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.13996202158443;23.13068201862911;3;1
20115;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.30336;21.67697;2;1
20215;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.8575929;23.0086895;1;1
20224;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.306099;23.1185221;2;1
20227;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.52877789999999;23.319994;4;1
20319;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.21088696786425;22.106598036584813;1;1
20321;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.326145;22.9665709;3;1
20352;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1390760448237;22.983814761601305;1;1
20447;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.10854;23.07613;2;1
20539;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.42308;22.86277;1;1
20614;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.63119;22.53734;3;1
20796;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.30723692107661;23.278933490102784;2;1
20894;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.242821;21.788468;2;1
20916;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.38134;22.09229;1;1
20971;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.0886818;23.1554014;4;1
20982;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.47916;22.36912;3;1
21023;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.367129;22.8663219;2;1
21044;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.73329;23.403636;3;1
21132;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1481299;23.1505179;2;1
21288;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.651058092573976;22.47317787349207;2;1
21327;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.18543;21.77992;4;1
21364;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.95834;22.49144;3;1
21387;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.83782429999999;22.973363;1;1
21448;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.98818;22.25167;3;1
21465;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.14229;23.2218;1;1
21469;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.1248008;23.17669;2;1
21474;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.14679;21.79713;2;1
21602;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.46278;23.0133;1;1
21798;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.21947;22.00767;4;1
21884;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.73420644895429;23.596408854938893;3;1
21894;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.205912;23.3434491;3;1
21901;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1335539;23.1529359;3;1
21962;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.06674;21.96594;3;1
22158;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.78033;23.20418;3;1
22197;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.488143253530964;22.726396337291213;4;1
22199;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.15088845107891;23.121700728535817;2;1
22238;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;52.7467616;22.8594024;3;1
22279;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.145539;23.113965;4;1
22380;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.03522;23.6143;2;1
22381;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.08113;23.46849;3;1
22420;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.70239;23.85091;3;1
22428;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.05146;22.82504;1;1
22485;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.17490186432159;22.03837849210829;1;1
22551;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.63896397827972;23.413874989435808;3;1
22599;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.7013;23.33479;1;1
22632;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;53.13094;23.057923;1;1
22646;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.63118;23.40031;3;1
22670;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.16481017833313;22.973864681286923;4;1
22700;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.13149;23.1834;1;1
22730;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.9357039;23.2636581;1;1
22731;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.286627410801465;22.303203840169626;4;1
22760;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1300708;23.1409675;4;1
22815;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.13548;23.15146;4;1
22880;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.18059242640117;22.05749704043048;3;1
22882;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.144744254109625;23.11334824679272;4;1
22885;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;52.96885289999999;22.2514039;2;1
22913;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.72983499999999;22.694605;3;1
22995;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.77013;22.69419;2;1
22996;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.6596939;22.922528;4;1
23023;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.32549;22.67236;1;1
23024;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.28028;22.68237;1;1
23025;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.3435;22.68153;1;1
23045;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.1624734;22.07855;1;1
23054;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.121836;23.153802;2;1
23060;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.704341068142334;23.3325746165994;2;1
23068;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.38455325089566;21.730173683197272;4;1
23153;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.64899018586534;22.462985405275273;1;1
23155;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.18849829396738;22.030165141246183;2;1
23161;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.2983937;23.2862187;3;1
23175;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.91167;23.51627;4;1
23179;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.97104110860473;22.247467338519453;3;1
23190;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.35489;23.49139;1;1
23262;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.18338;21.91495;3;1
23286;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.84156061277185;22.981641464019898;4;1
23350;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1463214;23.1616923;2;1
23355;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.12518499999999;23.1726079;4;1
23457;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1361179;23.1254999;4;1
23471;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.158721;22.081765;4;1
23478;OBSZAR 1;KONTAKT 2;KONTAKT BRAK;52.9910532;22.8824114;1;1
23501;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.38537;23.19422;2;1
23581;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.40651;23.49552;1;1
23582;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.40588020420981;23.49884154827964;1;1
23635;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.12689;23.07775;4;1
23664;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.13716910465076;23.174573874599766;2;1
23672;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.85361;22.98172;2;1
23717;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.70610752176151;22.954743175630274;1;1
23723;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.42389074773369;22.88034510141294;4;1
23827;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.4115987;23.4974725;2;1
23851;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.15127;22.60048;1;1
23859;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.132257;22.762808;2;1
23861;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.45717859284209;23.096466575936464;2;1
23862;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.68053207078461;22.504187681449956;1;1
23891;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.28601942587216;22.301871363314373;2;1
24104;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.36318499999999;22.859606;2;1
24124;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.13506;22.04166;3;1
24155;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.12158432614126;22.946916122872217;3;1
24220;OBSZAR 1;KONTAKT 8;KONTAKT BRAK;53.93482;22.97835;4;1
24233;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.13783083338259;22.043314954727535;4;1
24263;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.475511;22.955108;2;1
24338;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.21922;22.00813;4;1
24353;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.748861;23.566263;1;1
24394;OBSZAR 1;KONTAKT 7;KONTAKT BRAK;52.432365;22.8774999;1;1
24399;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.977052054263986;22.246038462679998;3;1
24415;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.1432862;23.1082195;3;1
24422;OBSZAR 1;KONTAKT 4;KONTAKT BRAK;53.1435162;23.1545059;4;1
24497;OBSZAR 1;KONTAKT 9;KONTAKT BRAK;53.1119432;23.1300881;3;1
24498;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.03754;22.67368;3;1
24651;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.18595999999999;22.0461531;3;1
24672;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.97552715897548;22.244949830292683;3;1
24778;OBSZAR 1;KONTAKT 5;KONTAKT BRAK;53.19920699999999;23.0152417;2;1
24792;OBSZAR 1;KONTAKT 6;KONTAKT BRAK;54.126116;22.946711;3;1
24831;OBSZAR 1;KONTAKT 3;KONTAKT BRAK;53.371586;23.338202;1;1
24841;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.15122914768652;22.17287153809837;3;1
24847;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.97402;22.83921;2;1
24869;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.78161344991201;23.178465261219163;1;1
25004;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;54.0393281;23.3463154;4;1
25018;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;52.7406;23.57904;4;1
25020;OBSZAR 1;KONTAKT BRAK;KONTAKT BRAK;53.56282;22.28428;2;1
